path,generated_question,generated_answer,raw_model_output,model_prediction,cleaned_prediction,cleaned_ground_truth
2d/2d5f9794.jpg,What animal is depicted in the design of the phone case?,panda,['Question: What animal is depicted in the design of the phone case? Answer: panda\n'],panda,panda,panda
ea/ea6a18fc.jpg,What design is printed on this phone case?,floral,['Question: What design is printed on this phone case? Answer:\n'],,,floral
41/41aef531.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: Black girl magic\n'],Black girl magic,black girl magic,cellular phone case
4b/4b7a69cc.jpg,What type of product is the image displaying?,Cellular Phone Case,['Question: What type of product is the image displaying? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
d7/d7cbf1e7.jpg,What is the main visible object in the image?,cell phone,['Question: What is the main visible object in the image? Answer: Water droplets\n'],Water droplets,water droplets,cell phone
03/034a9974.jpg,What type of product is this?,phone case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,phone case
d6/d67fd958.jpg,What type of phone case is this?,Apple iphone x,['Question: What type of phone case is this? Answer: iphone x case\n'],iphone x case,iphone x case,apple iphone x
7a/7a5e78e4.jpg,What type of phone case is this?,gen1264,['Question: What type of phone case is this? Answer: huawei p20 pro case\n'],huawei p20 pro case,huawei p20 pro case,gen1264
02/021dc161.jpg,What type of object is visible in the image?,Phone case,['Question: What type of object is visible in the image? Answer: Wheel of the temple\n'],Wheel of the temple,wheel of the temple,phone case
1c/1c026983.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
80/8039486d.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: a phone case\n'],a phone case,a phone case,cellular phone case
84/8431143b.jpg,What are the icons depicted on this cell phone case?,cacti,['Question: What are the icons depicted on this cell phone case? Answer: cactus\n'],cactus,cactus,cacti
1e/1e2f7944.jpg,What material is the cellular phone case made of?,wood,['Question: What material is the cellular phone case made of? Answer: Plastic\n'],Plastic,plastic,wood
15/158f2b92.jpg,What is the main visible object in this image?,phone case,['Question: What is the main visible object in this image? Answer: a bicycle chain\n'],a bicycle chain,a bicycle chain,phone case
7c/7cbe762c.jpg,What material is the phone case made of?,metal,['Question: What material is the phone case made of? Answer: Plastic\n'],Plastic,plastic,metal
d8/d8e2c25a.jpg,What mountain landscape is depicted in the image?,Mount Everest,['Question: What mountain landscape is depicted in the image? Answer: The mountain landscape is depicted in the image of the'],The mountain landscape is depicted in the image of the,the mountain landscape is depicted in the image of the,mount everest
12/12a3cc0f.jpg,What type of phone case is this?,Selfie lens,['Question: What type of phone case is this? Answer: This is a phone case for the samsung galaxy'],This is a phone case for the samsung galaxy,this is a phone case for the samsung galaxy,selfie lens
b5/b5b97e73.jpg,What is the main text message on the phone case?,Happy girls are prettiest,['Question: What is the main text message on the phone case? Answer:\n'],,,happy girls are prettiest
8c/8cb736ef.jpg,What object is visible in the image?,pineapple,['Question: What object is visible in the image? Answer: pineapple\n'],pineapple,pineapple,pineapple
c5/c55bd87e.jpg,What text is visible on the phone case?,Happy girls are the prettiest,['Question: What text is visible on the phone case? Answer:\n'],,,happy girls are the prettiest
92/92210fa1.jpg,What type of product is this?,Cellular_phone_case,['Question: What type of product is this? Answer: Art\n'],Art,art,cellular phone case
f3/f332e28a.jpg,What type of phone is this?,Samsung galaxy a2,['Question: What type of phone is this? Answer: samsung galaxy a5 2018\n'],samsung galaxy a5 2018,samsung galaxy a5 2018,samsung galaxy a2
b7/b7042948.jpg,Which letter is prominently displayed on the phone case?,J,['Question: Which letter is prominently displayed on the phone case? Answer: j\n'],j,j,j
2c/2cef7b1a.jpg,What design is visible on the cell phone case in the image provided?,unicorns,['Question: What design is visible on the cell phone case in the image provided? Answer:\n'],,,unicorns
0a/0a17a41b.jpg,What type of product is this?,cellular phone case,['Question: What type of product is this? Answer: This is a mobile phone case\n'],This is a mobile phone case,this is a mobile phone case,cellular phone case
fc/fcf7223e.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
a5/a5fabad5.jpg,What material is the wooden door in the image?,wood,['Question: What material is the wooden door in the image? Answer: Red wood\n'],Red wood,red wood,wood
a1/a18bed34.jpg,Which animal is prominently featured on the phone case?,panda,['Question: Which animal is prominently featured on the phone case? Answer: Panda\n'],Panda,panda,panda
fe/fe75f145.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: Phone case\n'],Phone case,phone case,cellular phone case
02/02be5715.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: Butterfly\n'],Butterfly,butterfly,cellular phone case
7b/7ba73889.jpg,What is the type of phone case shown in the image?,silicone,['Question: What is the type of phone case shown in the image? Answer: it is a phone case with a colorful abstract painting'],it is a phone case with a colorful abstract painting,it is a phone case with a colorful abstract painting,silicone
d4/d4f24dd0.jpg,What design is printed on the cell phone case?,confetti,['Question: What design is printed on the cell phone case? Answer: The design is a mosaic of colorful stones\n'],The design is a mosaic of colorful stones,the design is a mosaic of colorful stones,confetti
79/79b9a0b9.jpg,What material is the phone case in the image?,wood,['Question: What material is the phone case in the image? Answer: Wood\n'],Wood,wood,wood
c5/c5b42345.jpg,What type of product is the image depicting?,cellular_phone_case,['Question: What type of product is the image depicting? Answer: A phone case with a cityscape\n'],A phone case with a cityscape,a phone case with a cityscape,cellular phone case
19/191d6d6b.jpg,What material is the cell phone case made of in the image?,silicone,['Question: What material is the cell phone case made of in the image? Answer:\n'],,,silicone
b1/b1732e35.jpg,What letter is visible in the heart?,R,['Question: What letter is visible in the heart? Answer: R\n'],R,r,r
c9/c90c3de6.jpg,What object is prominently displayed in the background of the phone case image?,house,['Question: What object is prominently displayed in the background of the phone case image? Answer: a house with balloons\n'],a house with balloons,a house with balloons,house
71/716ffbba.jpg,What is the text message in the image?,Girl boss,['Question: What is the text message in the image? Answer:\n'],,,girl boss
9d/9d83db36.jpg,What type of product is shown in the image?,cellular_phone_case,['Question: What type of product is shown in the image? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
7e/7e21d27b.jpg,What animal pattern is visible on the cell phone case?,panda,['Question: What animal pattern is visible on the cell phone case? Answer: panda\n'],panda,panda,panda
4c/4cad0be6.jpg,What text is displayed on the cell phone case in this image?,girl boss,['Question: What text is displayed on the cell phone case in this image? Answer:\n'],,,girl boss
76/76e7d906.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: Phone case\n'],Phone case,phone case,cellular phone case
e5/e5db631f.jpg,What is the design feature of the phone case in the image?,tree,['Question: What is the design feature of the phone case in the image? Answer: The design feature of the phone case in the image'],The design feature of the phone case in the image,the design feature of the phone case in the image,tree
bd/bd6c8dde.jpg,What material is this leaf-shaped object made of?,wood,['Question: What material is this leaf-shaped object made of? Answer: it is made of wood\n'],it is made of wood,it is made of wood,wood
4f/4fa45fb5.jpg,What type of product is depicted in the image?,cellular_phone_case,['Question: What type of product is depicted in the image? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
bc/bcd8e428.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: a phone case\n'],a phone case,a phone case,cellular phone case
26/263970f6.jpg,What type of product is this?,cellular_phone_case,['Question: What type of product is this? Answer: A phone case\n'],A phone case,a phone case,cellular phone case
8b/8bd051de.jpg,What landmark is depicted on the phone case?,Eiffel tower,['Question: What landmark is depicted on the phone case? Answer: Eiffel Tower\n'],Eiffel Tower,eiffel tower,eiffel tower
20/20849349.jpg,What is the texture of the marble phone case?,smooth,['Question: What is the texture of the marble phone case? Answer: marble\n'],marble,marble,smooth
34/34a4a61f.jpg,What animal is on this phone case?,squirrel,['Question: What animal is on this phone case? Answer: A squirrel\n'],A squirrel,a squirrel,squirrel
5b/5b7d49af.jpg,What material is the cellphone case in the image made of?,plastic,['Question: What material is the cellphone case in the image made of? Answer: Plastic\n'],Plastic,plastic,plastic
b5/b502c94b.jpg,What is the main visible object in the image?,cell phone,['Question: What is the main visible object in the image? Answer: The main visible object in the image is a blue'],The main visible object in the image is a blue,the main visible object in the image is a blue,cell phone
